"gid";"n03_001";"n03_002";"n03_003";"n03_004";"n03_007";"geom"
5;"北海道";"宗谷支庁";"礼文郡";"礼文町";"01517";"0106000000010000000103000000010000000E00000038D593F9C79E6140A01DE21FB6C0464058AB764DC89E61407065FB90B7C04640581EA4A7C89E6140A8A6CF0EB8C0464088156EF9C89E614078223317B8C04640B80C384BC99E6140A0E99788B7C046407046CD57C99E614008E35295B6C04640A0CA694FC99E6140A8CB9BC3B5C04640404F0306C99E6140A0512CB7B4C04640943655F7C89E6140084BE7C3B3C04640CC91CEC0C89E614010F9A067B3C0464090791D71C89E614050E82E89B3C0464030FEB627C89E6140D8838252B4C0464038D593F9C79E6140D8920035B5C0464038D593F9C79E6140A01DE21FB6C04640"
